"original","translation"
"director of operations general manager","director of operations general manager"
"director of operations vice president","director of operations vice president"
"director of photography","director of photography"
"director of purchasing","director of purchasing"
"director of quality","director of quality"
"director of research","director of research"
"director of sales","director of sales"
"director of sales & marketing","director of sales & marketing"
"director of sales and marketing","director of sales and marketing"
"director of sales assistant","director of sales assistant"
"director of sales associate","director of sales associate"
"director of sales business development","director of sales business development"
"director of sales engineer","director of sales engineer"
"director of sales executive","director of sales executive"
"director of sales general manager","director of sales general manager"
"director of sales manager","director of sales manager"
"director of sales regional","director of sales regional"
"director of sales support","director of sales support"
"director of sales vice president","director of sales vice president"
"director of security","director of security"
"director of technology","director of technology"
"director operations","director operations"
"director product management","director product management"
"director t�cnico","technical director"
