"n","org_trans","stemm","tokens1","tokens2","tokens3","tokens4","tokens5"
4,"director of human resources","director of human resourc","director","human","resourc",NA,NA
4,"director of information technology","director of inform technolog","director","inform","technolog",NA,NA
2,"it director","it director","director",NA,NA,NA,NA
3,"director of maintenance","director of mainten","director","mainten",NA,NA,NA
3,"director of manufacturing","director of manufactur","director","manufactur",NA,NA,NA
3,"director of marketing","director of market","director","market",NA,NA,NA
5,"director of marketing and sales","director of market and sale","director","market","sale",NA,NA
3,"director of nursing","director of nurs","director","nurs",NA,NA,NA
3,"director of operations","director of oper","director","oper",NA,NA,NA
3,"director of photography","director of photographi","director","photographi",NA,NA,NA
3,"director of purchasing","director of purchas","director","purchas",NA,NA,NA
3,"director of quality","director of qualiti","director","qualiti",NA,NA,NA
3,"director of research","director of research","director","research",NA,NA,NA
3,"director of sales","director of sale","director","sale",NA,NA,NA
5,"director of sales and marketing","director of sale and market","director","sale","market",NA,NA
5,"director of sales and marketing","director of sale and market","director","sale","market",NA,NA
3,"director of security","director of secur","director","secur",NA,NA,NA
3,"director of technology","director of technolog","director","technolog",NA,NA,NA
2,"director operations","director oper","director","oper",NA,NA,NA
3,"director product management","director product manag","director","product","manag",NA,NA
2,"technical director","technic director","technic","director",NA,NA,NA
1,"director","director","director",NA,NA,NA,NA
2,"commercial director","commerci director","commerci","director",NA,NA,NA
1,"ceo","ceo","ceo",NA,NA,NA,NA
1,"headmistress","headmistress","headmistress",NA,NA,NA,NA
2,"assistant director","assist director","assist","director",NA,NA,NA
2,"executive director","execut director","execut","director",NA,NA,NA
1,"director","director","director",NA,NA,NA,NA
1,"director","director","director",NA,NA,NA,NA
1,"director","director","director",NA,NA,NA,NA
1,"director","director","director",NA,NA,NA,NA
2,"administrative director","administr director","administr","director",NA,NA,NA
2,"commercial director","commerci director","commerci","director",NA,NA,NA
2,"art director","art director","art","director",NA,NA,NA
1,"ceo","ceo","ceo",NA,NA,NA,NA
2,"director general","director general","director","general",NA,NA,NA
2,"technical director","technic director","technic","director",NA,NA,NA
1,"director","director","director",NA,NA,NA,NA
1,"director","director","director",NA,NA,NA,NA
2,"commercial director","commerci director","commerci","director",NA,NA,NA
2,"general manager","general manag","general","manag",NA,NA,NA
2,"technical director","technic director","technic","director",NA,NA,NA
1,"leader","leader","leader",NA,NA,NA,NA
1,"leader","leader","leader",NA,NA,NA,NA
2,"media manager","media manag","media","manag",NA,NA,NA
1,"disabled","disabl","disabl",NA,NA,NA,NA
2,"technical designer","technic design","technic","design",NA,NA,NA
1,"designer","design","design",NA,NA,NA,NA
2,"graphic designer","graphic design","graphic","design",NA,NA,NA
2,"graphic designer","graphic design","graphic","design",NA,NA,NA
2,"industrial designer","industri design","industri","design",NA,NA,NA
1,"designer","design","design",NA,NA,NA,NA
2,"graphic designer","graphic design","graphic","design",NA,NA,NA
1,"dishwasher","dishwash","dishwash",NA,NA,NA,NA
1,"dispatcher","dispatch","dispatch",NA,NA,NA,NA
1,"dispatcher","dispatch","dispatch",NA,NA,NA,NA
2,"distribution manager","distribut manag","distribut","manag",NA,NA,NA
2,"distribution supervisor","distribut supervisor","distribut","supervisor",NA,NA,NA
1,"distributor","distributor","distributor",NA,NA,NA,NA
2,"district manager","district manag","district","manag",NA,NA,NA
3,"district sales manager","district sale manag","district","sale","manag",NA,NA
2,"division director","divis director","divis","director",NA,NA,NA
2,"division manager","divis manag","divis","manag",NA,NA,NA
2,"divisional manager","division manag","division","manag",NA,NA,NA
1,"dj","dj","dj",NA,NA,NA,NA
1,"dm","dm","dm",NA,NA,NA,NA
1,"teaching","teach","teach",NA,NA,NA,NA
1,"teacher","teacher","teacher",NA,NA,NA,NA
1,"teacher","teacher","teacher",NA,NA,NA,NA
2,"teaching researcher","teach research","teach","research",NA,NA,NA
2,"university teacher","univers teacher","univers","teacher",NA,NA,NA
4,"doctor in dental surgery","doctor in dental surgeri","doctor","dental","surgeri",NA,NA
1,"doctor","doctor","doctor",NA,NA,NA,NA
3,"doctor of chiropractic","doctor of chiropract","doctor","chiropract",NA,NA,NA
2,"doctoral candidate","doctor candid","doctor","candid",NA,NA,NA
2,"doctoral student","doctor student","doctor","student",NA,NA,NA
2,"phd student","phd student","phd","student",NA,NA,NA
2,"document controller","document control","document","control",NA,NA,NA
2,"document specialist","document specialist","document","specialist",NA,NA,NA
2,"documentation officer","document offic","document","offic",NA,NA,NA
2,"dog groomer","dog groomer","dog","groomer",NA,NA,NA
1,"doctor","doctor","doctor",NA,NA,NA,NA
2,"domestic engineer","domest engin","domest","engin",NA,NA,NA
1,"lecturer","lectur","lectur",NA,NA,NA,NA
2,"chartered accountant","charter account","charter","account",NA,NA,NA
1,"lecturer","lectur","lectur",NA,NA,NA,NA
1,"professor","professor","professor",NA,NA,NA,NA
1,"dr.","dr.","dr",".",NA,NA,NA
1,"dr.","dr.","dr",".",NA,NA,NA
1,"drafter","drafter","drafter",NA,NA,NA,NA
1,"draftsman","draftsman","draftsman",NA,NA,NA,NA
1,"draftsperson","draftsperson","draftsperson",NA,NA,NA,NA
2,"drama teacher","drama teacher","drama","teacher",NA,NA,NA
1,"draughtsman","draughtsman","draughtsman",NA,NA,NA,NA
1,"driller","driller","driller",NA,NA,NA,NA
2,"drilling engineer","drill engin","drill","engin",NA,NA,NA
2,"drilling supervisor","drill supervisor","drill","supervisor",NA,NA,NA
1,"driver","driver","driver",NA,NA,NA,NA
2,"driver helper","driver helper","driver","helper",NA,NA,NA
2,"driving instructor","drive instructor","drive","instructor",NA,NA,NA
1,"drs","drs","drs",NA,NA,NA,NA
1,"drummer","drummer","drummer",NA,NA,NA,NA
1,"dsm","dsm","dsm",NA,NA,NA,NA
1,"dsp","dsp","dsp",NA,NA,NA,NA
1,"owner","owner","owner",NA,NA,NA,NA
1,"owner","owner","owner",NA,NA,NA,NA
2,"duty manager","duti manag","duti","manag",NA,NA,NA
2,"duty manager","duti manag","duti","manag",NA,NA,NA
2,"duty manager","duti manag","duti","manag",NA,NA,NA
1,"director","director","director",NA,NA,NA,NA
2,"e-commerce manager","ecommerc manag","ecommerc","manag",NA,NA,NA
2,"executive assistant","execut assist","execut","assist",NA,NA,NA
3,"early childhood educator","earli childhood educ","earli","childhood","educ",NA,NA
1,"economist","economist","economist",NA,NA,NA,NA
1,"economist","economist","economist",NA,NA,NA,NA
2,"emergency department","emerg depart","emerg","depart",NA,NA,NA
1,"editor","editor","editor",NA,NA,NA,NA
1,"editor-in-chief","editorinchief","editorinchief",NA,NA,NA,NA
2,"lead editor","lead editor","lead","editor",NA,NA,NA
2,"editorial assistant","editori assist","editori","assist",NA,NA,NA
2,"clerk intern","clerk intern","clerk","intern",NA,NA,NA
1,"educator","educ","educ",NA,NA,NA,NA
2,"social professor","social professor","social","professor",NA,NA,NA
1,"educator","educ","educ",NA,NA,NA,NA
2,"social professor","social professor","social","professor",NA,NA,NA
1,"education","educ","educ",NA,NA,NA,NA
2,"education consultant","educ consult","educ","consult",NA,NA,NA
2,"education coordinator","educ coordin","educ","coordin",NA,NA,NA
2,"education director","educ director","educ","director",NA,NA,NA
2,"education officer","educ offic","educ","offic",NA,NA,NA
2,"education specialist","educ specialist","educ","specialist",NA,NA,NA
2,"educational assistant","educ assist","educ","assist",NA,NA,NA
2,"educational consultant","educ consult","educ","consult",NA,NA,NA
1,"educator","educ","educ",NA,NA,NA,NA
1,"educator","educ","educ",NA,NA,NA,NA
3,"special education teacher","special educ teacher","special","educ","teacher",NA,NA
3,"electrical and electronics","electr and electron","electr","electron",NA,NA,NA
1,"teacher","teacher","teacher",NA,NA,NA,NA
2,"self employed","self employ","self","employ",NA,NA,NA
2,"house manager","hous manag","hous","manag",NA,NA,NA
1,"owner","owner","owner",NA,NA,NA,NA
1,"editor-in-chief","editorinchief","editorinchief",NA,NA,NA,NA
2,"business executive","busi execut","busi","execut",NA,NA,NA
2,"sales executive","sale execut","sale","execut",NA,NA,NA
2,"sales executive","sale execut","sale","execut",NA,NA,NA
2,"sales executive","sale execut","sale","execut",NA,NA,NA
1,"executive","execut","execut",NA,NA,NA,NA
2,"business executive","busi execut","busi","execut",NA,NA,NA
2,"sales executive","sale execut","sale","execut",NA,NA,NA
2,"sales executive","sale execut","sale","execut",NA,NA,NA
2,"sales executive","sale execut","sale","execut",NA,NA,NA
1,"ekonomiassistent","ekonomiassist","ekonomiassist",NA,NA,NA,NA
1,"cfo","cfo","cfo",NA,NA,NA,NA
1,"electrical","electr","electr",NA,NA,NA,NA
2,"electrical apprentice","electr apprentic","electr","apprentic",NA,NA,NA
3,"electrical design engineer","electr design engin","electr","design","engin",NA,NA
2,"electrical designer","electr design","electr","design",NA,NA,NA
2,"electrical engineer","electr engin","electr","engin",NA,NA,NA
3,"electrical engineering intern","electr engin intern","electr","engin","intern",NA,NA
2,"electrical foreman","electr foreman","electr","foreman",NA,NA,NA
3,"electrical project engineer","electr project engin","electr","project","engin",NA,NA
2,"electrical superintendent","electr superintend","electr","superintend",NA,NA,NA
2,"electrical supervisor","electr supervisor","electr","supervisor",NA,NA,NA
2,"electrical technician","electr technician","electr","technician",NA,NA,NA
1,"electrician","electrician","electrician",NA,NA,NA,NA
2,"electrical technician","electr technician","electr","technician",NA,NA,NA
2,"electronic engineer","electron engin","electron","engin",NA,NA,NA
2,"electronic technician","electron technician","electron","technician",NA,NA,NA
2,"electronic engineer","electron engin","electron","engin",NA,NA,NA
2,"electronic technician","electron technician","electron","technician",NA,NA,NA
1,"electrician","electrician","electrician",NA,NA,NA,NA
3,"elementary school teacher","elementari school teacher","elementari","school","teacher",NA,NA
2,"elementary teacher","elementari teacher","elementari","teacher",NA,NA,NA
1,"electrician","electrician","electrician",NA,NA,NA,NA
2,"maintenance electrician","mainten electrician","mainten","electrician",NA,NA,NA
1,"electrician","electrician","electrician",NA,NA,NA,NA
1,"student","student","student",NA,NA,NA,NA
3,"embedded software engineer","embed softwar engin","embed","softwar","engin",NA,NA
1,"retired","retir","retir",NA,NA,NA,NA
3,"emergency medical technician","emerg medic technician","emerg","medic","technician",NA,NA
2,"emergency physician","emerg physician","emerg","physician",NA,NA,NA
3,"emergency room rn","emerg room rn","emerg","room","rn",NA,NA
1,"employee","employe","employe",NA,NA,NA,NA
1,"employee","employe","employe",NA,NA,NA,NA
3,"employee in practices","employe in practic","employe","practic",NA,NA,NA
1,"employee","employe","employe",NA,NA,NA,NA
2,"commercial employee","commerci employe","commerci","employe",NA,NA,NA
1,"employed","employ","employ",NA,NA,NA,NA
1,"employee","employe","employe",NA,NA,NA,NA
1,"employee","employe","employe",NA,NA,NA,NA
1,"employer","employ","employ",NA,NA,NA,NA
2,"employment consultant","employ consult","employ","consult",NA,NA,NA
2,"employment specialist","employ specialist","employ","specialist",NA,NA,NA
1,"company","compani","compani",NA,NA,NA,NA
1,"businessman","businessman","businessman",NA,NA,NA,NA
1,"businessman","businessman","businessman",NA,NA,NA,NA
1,"businessman","businessman","businessman",NA,NA,NA,NA
1,"businessman","businessman","businessman",NA,NA,NA,NA
1,"emt","emt","emt",NA,NA,NA,NA
1,"emt","emt","emt",NA,NA,NA,NA
1,"responsible","respons","respons",NA,NA,NA,NA
2,"production leader","product leader","product","leader",NA,NA,NA
1,"manager","manag","manag",NA,NA,NA,NA
2,"purchasing agent","purchas agent","purchas","agent",NA,NA,NA
1,"manager","manag","manag",NA,NA,NA,NA
2,"energy consultant","energi consult","energi","consult",NA,NA,NA
1,"nurse","nurs","nurs",NA,NA,NA,NA
1,"nurse","nurs","nurs",NA,NA,NA,NA
1,"nurse","nurs","nurs",NA,NA,NA,NA
1,"nurse","nurs","nurs",NA,NA,NA,NA
1,"engineer","engin","engin",NA,NA,NA,NA
2,"engagement manager","engag manag","engag","manag",NA,NA,NA
2,"civil engineer","civil engin","civil","engin",NA,NA,NA
1,"engineer","engin","engin",NA,NA,NA,NA
2,"civil engineer","civil engin","civil","engin",NA,NA,NA
2,"mechanical engineer","mechan engin","mechan","engin",NA,NA,NA
1,"engineer","engin","engin",NA,NA,NA,NA
3,"engineer in training","engin in train","engin","train",NA,NA,NA
